,company_industry,company_ipo_code,company_country,company_revenue,company_name,company_rank
3854,[],LGND,USA,$1.11 B,Ligand Pharmaceuticals,4468
3855,[],REG1V.HE,Finland,$1.11 B,Revenio,4467
3856,"['Banks', 'Financialservices']",ABC.KH,Cambodia,$1.11 B,ACLEDA Bank,4464
3857,"['Professionalservices', 'Engineering']",WG.L,UK,$1.10 B,John Wood Group,4470
3858,"['Banks', 'Financialservices']",RBLBANK.NS,India,$1.11 B,RBL Bank,4462
3859,['Buildingmaterials'],SWTQ.SW,Switzerland,$1.11 B,Schweiter Technologies,4461
3860,"['Beverages', 'Alcoholicbeverages']",ZWC.WA,Poland,$1.11 B,Grupa Zywiec,4463
3861,['Robotics'],MTRN.TA,Israel,$1.11 B,Maytronics,4460
3862,[],RYI,USA,$1.11 B,Ryerson,4459
3863,['Transportation'],FRE.NZ,New Zealand,$1.11 B,Freightways,4458
3864,"['Realestate', 'Investment']",PDM,USA,$1.11 B,Piedmont Office Realty Trust,4457
3865,"['Banks', 'Financialservices']",SBSI,USA,$1.11 B,Southside Bancshares,4456
3866,"['MedicalCareFacilities', 'Healthcare']",USPH,USA,$1.11 B,U.S. Physical Therapy,4454
3867,"['Bitcoin', 'ECommerce', 'Tech', 'Retail']",OSTK,USA,$1.11 B,Overstock.com,4455
3868,"['Pharmaceuticals', 'Biotech']",BHVN,USA,$1.11 B,Biohaven Pharmaceutical,4453
3869,"['Genomics', 'DiagnosticsandTesting', 'Biotech']",FLGT,USA,$1.12 B,Fulgent Genetics,4452
3870,['ElectricVehicles'],PTRA,USA,$1.12 B,Proterra,4450
3871,['Chemicals'],ASIX,USA,$1.12 B,AdvanSix,4451
3872,['Construction'],GRBK,USA,$1.12 B,Green Brick Partners,4449
3873,"['Semiconductors', 'Tech']",PLAB,USA,$1.12 B,Photronics,4448
3874,"['Software', 'Tech', 'Semiconductors', 'TechHardware']",PDFS,USA,$1.12 B,PDF Solutions,4447
3875,"['AssetManagement', 'Investment']",MFG.AX,Australia,$1.12 B,Magellan Financial Group,4445
3876,"['Mining', 'Goldmining']",CGAU,Canada,$1.12 B,Centerra Gold,4446
3877,"['Software', 'Tech', 'Internet']",SEMR,USA,$1.12 B,Semrush,4444
3878,['Engineering'],CYIENT.NS,India,$1.12 B,Cyient,4442
3879,['Footwear'],GRND3.SA,Brazil,$1.12 B,Grendene,4441
3880,['Automakers'],A5SA.F,UK,$1.12 B,Aston Martin,4440
3881,['Construction'],PRIM,USA,$1.12 B,Primoris Services Corporation,4443
3882,"['SupermarketChains', 'Retail', 'Food']",SPTN,USA,$1.12 B,SpartanNash,4439
3883,"['Financialservices', 'Internet', 'Tech']",PAYA,USA,$1.13 B,Paya,4438
3884,[],EQX,Canada,$1.13 B,Equinox Gold,4437
3885,"['OilGas', 'OilGasEquipmentServices']",PUMP,USA,$1.13 B,ProPetro,4435
3886,[],MBUU,USA,$1.13 B,Malibu Boats,4436
3887,"['Mining', 'Goldmining', 'SilverMining']",ORLA,Canada,$1.13 B,Orla Mining,4434
3888,['Financialservices'],PAY,USA,$1.13 B,Paymentus,4433
3889,"['Banks', 'Financialservices']",CFFN,USA,$1.13 B,Capitol Federal Savings Bank,4432
3890,"['Biotech', 'Pharmaceuticals']",ADPT,USA,$1.13 B,Adaptive Biotechnologies,4430
3891,"['REITs', 'Realestate', 'Investment']",NTST,USA,$1.13 B,Netstreit,4429
3892,"['Realestate', 'Investment', 'REITs']",MFA,USA,$1.13 B,MFA Financial,4431
3893,['Retail'],ARKO,USA,$1.13 B,Arko,4428
3894,"['Realestate', 'Investment', 'REITs']",CTY1S.HE,Finland,$1.13 B,Citycon,4424
3895,"['IoT', 'Telecommunicationsequipment', 'Networkinghardware', 'Tech', 'TechHardware']",SWIR,Canada,$1.13 B,Sierra Wireless,4426
3896,[],KRO,USA,$1.13 B,Kronos Worldwide,4427
3897,['MedicalCareFacilities'],DNTL.TO,Canada,$1.14 B,dentalcorp,4423
3898,"['Mining', 'SilverMining']",FSM,Canada,$1.13 B,Fortuna Silver Mines,4425
3899,"['MedicalCareFacilities', 'Healthcare', 'DiagnosticsandTesting']",RDNT,USA,$1.14 B,RadNet,4421
3900,"['Videogames', 'Entertainment', 'Internet']",0777.HK,China,$1.14 B,NetDragon Websoft,4422
3901,"['Pharmaceuticals', 'Biotech']",IOVA,USA,$1.14 B,Iovance Biotherapeutics,4420
3902,"['Realestate', 'Software', 'Tech']",COMP,USA,$1.14 B,Compass,4418
3903,"['Tech', 'Internet']",FVRR,Israel,$1.14 B,Fiverr,4419
3904,['Engineering'],GBF.F,Germany,$1.14 B,Bilfinger,4417
3905,[],REPL,USA,$1.14 B,Replimune,4415
3906,"['Mining', 'Goldmining']",CGG.TO,Canada,$1.14 B,China Gold International Resources,4414
3907,"['OnlineTravel', 'Travel', 'Internet', 'Tech']",EASEMYTRIP.NS,India,$1.14 B,EaseMyTrip,4416
3908,['Pharmaceuticals'],IMGN,USA,$1.15 B,ImmunoGen,4413
3909,"['Cement', 'Buildingmaterials']",OYAKC.IS,Turkey,$1.15 B,OYAK Ãimento,4406
3910,['Financialservices'],BCOR,USA,$1.15 B,Blucora,4412
3911,[],AVID,USA,$1.15 B,Avid Technology,4410
3912,[],MDGL,USA,$1.15 B,Madrigal Pharmaceuticals,4411
3913,"['Pharmaceuticals', 'Biotech']",FAE.MC,Spain,$1.15 B,Faes Farma,4409
3914,[],7762.T,Japan,$1.15 B,Citizen Watch,4405
3915,"['Automakers', 'Hydrogenfuelcell', 'ElectricVehicles', 'SpecialtyVehicles']",NKLA,USA,$1.15 B,Nikola,4408
3916,"['Hotels', 'Travel']",MEL.MC,Spain,$1.15 B,MeliÃ¡ Hotels International,4407
3917,"['Internet', 'Software', 'Tech']",EVCM,USA,$1.15 B,EverCommerce,4403
3918,"['Realestate', 'Investment', 'REITs']",FBRT,USA,$1.15 B,Franklin BSP Realty Trust,4402
3919,['Professionalservices'],ATO.PA,France,$1.15 B,Atos,4404
3920,"['Infrastructure', 'Telecommunication']",RADI,USA,$1.15 B,Radius Global Infrastructure,4401
3921,['Manufacturing'],WNC,USA,$1.17 B,Wabash National,4380
3922,['Chemicals'],LXU,USA,$1.17 B,LSB Industries,4377
3923,[],KYN,USA,$1.17 B,Kayne Anderson Capital Advisors,4379
3924,"['Software', 'Tech', 'ITsecurity']",FSLY,USA,$1.17 B,Fastly,4378
3925,[],BONHR.OL,Norway,$1.18 B,Bonheur ASA,4376
3926,"['Electricity', 'Batteries']",VAR1.F,Germany,$1.18 B,Varta,4375
3927,['Agriculture'],ANDE,USA,$1.18 B,The Andersons,4373
3928,"['Investment', 'Financialservices']",IHP.L,UK,$1.18 B,IntegraFin,4374
3929,[],SDGR,USA,$1.18 B,SchrÃ¶dinger,4371
3930,['Retail'],CO.PA,France,$1.18 B,Casino Guichard-Perrachon,4366
3931,"['Banks', 'Financialservices']",OBNK,USA,$1.18 B,Origin Bancorp,4372
3932,"['Software', 'Tech']",BYIT.L,UK,$1.18 B,Bytes Technology,4369
3933,"['Pharmaceuticals', 'Biotech']",INBX,USA,$1.18 B,Inhibrx,4370
3934,[],GBX,USA,$1.18 B,The Greenbrier Companies,4368
3935,"['OilGas', 'OilGasEquipmentServices', 'Energy']",PFHC,USA,$1.19 B,ProFrac,4364
3936,['Fertilizercompanies'],UAN,USA,$1.18 B,CVR Partners,4367
3937,['Telecommunication'],SBGI,USA,$1.19 B,Sinclair Broadcast,4365
3938,"['Entertainment', 'Gambling']",GDEN,USA,$1.19 B,Golden Entertainment,4363
3939,['Defensecontractors'],VVX,USA,$1.19 B,V2X,4362
3940,"['OilGas', 'Transportation', 'Energy']",GEL,USA,$1.19 B,Genesis Energy L.P.,4361
3941,"['OilGas', 'Energy']",VIST,Mexico,$1.19 B,Vista Oil & Gas,4359
3942,['Courier'],13B.F,Belgium,$1.20 B,Bpost,4356
3943,[],SBH,USA,$1.19 B,Sally Beauty Holdings,4358
3944,"['Financialservices', 'AssetManagement', 'Investment']",PX,USA,$1.20 B,P10,4355
3945,"['Telecommunicationsequipment', 'Networkinghardware', 'TechHardware']",TEJASNET.NS,India,$1.20 B,Tejas Networks,4357
3946,['Financialservices'],KRU.WA,Poland,$1.20 B,KRUK SpÃ³lka Akcyjna,4351
3947,['Mining'],MTL,Russia,$1.20 B,Mechel PAO,4353
3948,['Telecommunication'],ZWS.F,Lithuania,$1.20 B,Telia Lietuva,4352
3949,"['StaffingEmploymentServices', 'Professionalservices']",CCRN,USA,$1.20 B,Cross Country Healthcare,4354
3950,['Medicaldevices'],AVNS,USA,$1.20 B,Avanos Medical,4350
3951,"['Banks', 'Financialservices']",CASH,USA,$1.20 B,Meta Financial Group,4349
3952,[],TGTX,USA,$1.20 B,TG Therapeutics,4348
3953,"['3DPrinting', 'Tech', 'Software']",DDD,USA,$1.20 B,3D Systems,4347
3954,"['Professionalservices', 'Software', 'Tech']",PLUS,USA,$1.20 B,ePlus,4346
3955,"['Software', 'Tech', 'Financialservices']",ALKT,USA,$1.21 B,Alkami Technology,4344
3956,"['Advertising', 'Tech']",PERI,Israel,$1.21 B,Perion Network,4343
3957,"['Videogames', 'Entertainment']",002174.SZ,China,$1.20 B,YOOZOO Interactive,4345
3958,"['Biotech', 'Pharmaceuticals']",IMGO,USA,$1.21 B,Imago BioSciences,4341
3959,['Advertising'],ASCL.L,UK,$1.21 B,Ascential,4340
3960,['Aluminum'],KTY.WA,Poland,$1.21 B,Grupa Kety,4342
3961,[],VIPIND.NS,India,$1.21 B,VIP Industries,4339
3962,"['Semiconductors', 'Tech', 'TechHardware']",HIMX,Taiwan,$1.21 B,Himax,4337
3963,"['Realestate', 'Investment', 'REITs']",SVC,USA,$1.21 B,Service Properties Trust,4338
3964,['Construction'],MHO,USA,$1.21 B,M/I Homes,4336
3965,[],AIV,USA,$1.22 B,Aimco,4332
3966,"['Insurance', 'Tech', 'Internet']",LMND,USA,$1.22 B,Lemonade,4335
3967,['Pharmaceuticals'],BLU,Canada,$1.22 B,BELLUS Health,4334
3968,"['Software', 'Tech']",AOF.F,Germany,$1.22 B,Atoss,4333
3969,['Financialservices'],ENVA,USA,$1.22 B,Enova International,4331
3970,"['Multilevelmarketing', 'Dietarysupplements']",HLF,USA,$1.23 B,Herbalife,4329
3971,"['Mining', 'Energy']",UEC,USA,$1.23 B,Uranium Energy,4330
3972,"['Pharmaceuticals', 'Biotech']",MNKD,USA,$1.23 B,MannKind Corp,4328
3973,[],ERII,USA,$1.23 B,Energy Recovery,4327
3974,[],RHF.F,Austria,$1.23 B,RHI Magnesita,4326
3975,"['Consumergoods', 'Wellness']",ZYDUSWELL.NS,India,$1.24 B,Zydus Wellness,4324
3976,"['Manufacturing', 'Conglomerate']",SXI,USA,$1.24 B,Standex,4325
3977,"['Internet', 'Advertising', 'Tech']",TTGT,USA,$1.24 B,TechTarget,4322
3978,"['Restaurantchains', 'Food']",SG,USA,$1.24 B,Sweetgreen,4323
3979,[],FORTY,Israel,$1.24 B,Formula Systems,4319
3980,"['ITservices', 'Professionalservices']",ATEA.OL,Norway,$1.24 B,Atea ASA,4320
3981,['Financialservices'],RILY,USA,$1.24 B,B. Riley Financial,4321
3982,"['Energy', 'OilGas']",TELL,USA,$1.24 B,Tellurian,4318
3983,"['OilGas', 'Energy']",PBFX,USA,$1.24 B,PBF Logistics,4317
3984,"['Software', 'Tech']",QTCOM.HE,Finland,$1.25 B,Qt Group,4315
3985,"['Energy', 'Infrastructure']",PARR,USA,$1.25 B,Par Pacific Holdings,4314
3986,"['Videogames', 'Entertainment']",2400.HK,China,$1.24 B,XD Inc.,4316
3987,"['Biofuel', 'Renewableenergy', 'Energy']",CE2.F,Germany,$1.25 B,CropEnergies,4313
3988,['Aerospace'],SPCE,USA,$1.25 B,Virgin Galactic,4312
3989,"['Banks', 'Financialservices']",DCOM,USA,$1.26 B,Dime Community Bancshares,4309
3990,['Transportation'],NEX.L,UK,$1.26 B,National Express Group,4310
3991,['Realestate'],HUDCO.NS,India,$1.25 B,Hudco,4311
3992,['Insurance'],RSAB.L,UK,$1.26 B,RSA Insurance Group,4307
3993,"['REITs', 'Realestate', 'Investment']",ECMPA.AS,Netherlands,$1.26 B,Eurocommercial Properties,4308
3994,"['Tech', 'Telecommunication']",TANLA.NS,India,$1.26 B,TANLA,4306
3995,['ScientificTechnicalInstruments'],MIR,USA,$1.26 B,Mirion Technologies,4305
3996,['Food'],EIDPARRY.NS,India,$1.26 B,East India Distilleries Parry,4304
3997,['Financialservices'],AGM,USA,$1.26 B,Federal Agricultural Mortgage,4303
3998,['Energy'],FCEL,USA,$1.26 B,FuelCell Energy,4301
3999,['Pharmaceuticals'],NATCOPHARM.NS,India,$1.26 B,Natco Pharma,4302
4000,[],RUS.TO,Canada,$1.28 B,Russel Metals,4280
4001,"['Energy', 'Electricity']",UN01.DE,Germany,$1.28 B,Uniper,4281
4002,[],EVBG,USA,$1.28 B,Everbridge,4278
4003,"['Banks', 'Financialservices']",SPOL.OL,Norway,$1.28 B,SpareBank 1,4279
4004,['Healthcare'],MODV,USA,$1.28 B,ModivCare,4277
4005,"['Videogames', 'Entertainment', 'Tech']",2121.T,Japan,$1.29 B,Mixi,4276
4006,"['Clothing', 'Healthcare']",FIGS,USA,$1.29 B,FIGS,4274
4007,"['OilGas', 'Transportation']",CLNE,USA,$1.29 B,Clean Energy Fuels,4272
4008,"['AutomotiveSuppliers', 'Chemicals']",002380.KS,South Korea,$1.29 B,KCC Corp,4275
4009,['Food'],FDP,Cayman Islands,$1.29 B,Fresh Del Monte Produce,4273
4010,"['Pharmaceuticals', 'Biotech']",TVTX,USA,$1.29 B,Travere Therapeutics,4271
4011,"['Entertainment', 'Investment']",SONG.L,UK,$1.29 B,Hipgnosis Songs Fund,4270
4012,"['OilGas', 'Energy']",RRRP3.SA,Brazil,$1.29 B,3R Petroleum,4268
4013,['Healthcare'],DH,USA,$1.29 B,Definitive Healthcare,4269
4014,"['Software', 'Tech']",AI,USA,$1.29 B,C3 AI,4267
4015,"['Banks', 'Financialservices']",9JO.F,Nigeria,$1.30 B,Guaranty Trust Bank,4265
4016,[],MD,USA,$1.30 B,Mednax,4266
4017,"['REITs', 'Realestate', 'Investment']",IIP-UN.TO,Canada,$1.30 B,InterRent Real Estate Investment Trust,4264
4018,"['Pharmaceuticals', 'Biotech']",ALLO,USA,$1.30 B,Allogene Therapeutics,4263
4019,"['Transportation', 'Maritimetransportation', 'Containershipping']",SFL,Bermuda,$1.30 B,SFL Corp,4262
4020,"['OilGas', 'Energy']",NBR,Bermuda,$1.30 B,Nabors Industries,4260
4021,['Telecommunicationsequipment'],ITI.NS,India,$1.30 B,Indian Telephone Industries,4259
4022,"['HomeKitchenAppliances', 'Electronics']",VGUARD.NS,India,$1.30 B,V-Guard Industries,4261
4023,[],AROC,USA,$1.30 B,Archrock,4258
4024,[],AM8.F,Austria,$1.30 B,AMAG Austria Metall,4257
4025,[],EAF,USA,$1.31 B,GrafTech,4253
4026,"['OilGas', 'Energy']",DEC.L,USA,$1.30 B,Diversified Energy,4256
4027,[],MED,USA,$1.30 B,Medifast,4255
4028,['Financialservices'],PRAA,USA,$1.31 B,PRA Group,4254
4029,[],ARIS,USA,$1.31 B,Aris Water Solutions,4251
4030,['Gambling'],EVRI,USA,$1.31 B,Everi Holdings,4250
4031,[],RCII,USA,$1.31 B,Rent-A-Center,4252
4032,"['Pharmaceuticals', 'Biotech']",SNDX,USA,$1.31 B,Syndax Pharmaceuticals,4249
4033,"['Biotech', 'Pharmaceuticals', 'Genetherapy', 'Genomics']",VERV,USA,$1.31 B,Verve Therapeutics,4247
4034,"['Videogames', 'Entertainment']",300315.SZ,China,$1.32 B,Ourpalm,4245
4035,[],MEG,USA,$1.31 B,Montrose Environmental,4248
4036,[],PTNR,Israel,$1.32 B,Partner Communications,4243
4037,"['Airlines', 'Travel', 'Transportation']",ALGT,USA,$1.32 B,Allegiant Air,4244
4038,[],CLS,Canada,$1.32 B,Celestica,4246
4039,['AutomotiveSuppliers'],MAHINDCIE.NS,India,$1.32 B,Mahindra CIE,4242
4040,"['Realestate', 'Investment', 'REITs']",PCT.NZ,New Zealand,$1.32 B,Precinct Properties,4238
4041,"['Pharmaceuticals', 'Biotech']",PHM.MC,Spain,$1.32 B,Pharma Mar,4240
4042,"['Financialservices', 'Banks']",OCFC,USA,$1.32 B,OceanFirst Financial,4241
4043,['Healthcare'],AMEH,USA,$1.32 B,Apollo Medical Holdings,4237
4044,"['Banks', 'Financialservices']",FCF,USA,$1.33 B,First Commonwealth Financial Corp,4236
4045,"['REITs', 'Realestate', 'Investment']",PMT,USA,$1.32 B,PennyMac Mortgage Investment Trust,4239
4046,"['Education', 'MediaPress']",SCHL,USA,$1.33 B,Scholastic,4234
4047,"['Banks', 'Financialservices']",SRCE,USA,$1.33 B,1st Source,4233
4048,"['Software', 'Tech']",SWI,USA,$1.33 B,SolarWinds,4232
4049,[],JSMR.JK,Indonesia,$1.33 B,Jasa Marga,4229
4050,['RentalLeasingServices'],TGH,Bermuda,$1.33 B,Textainer Group,4231
4051,"['Furniture', 'Retail']",ARHS,USA,$1.33 B,Arhaus,4230
4052,"['Realestate', 'Investment', 'REITs']",LADR,USA,$1.34 B,Ladder Capital,4228
4053,"['Toolmanufacturers', 'Manufacturing']",EPAC,USA,$1.34 B,Enerpac Tool Group,4226
4054,['Realestate'],GWK3.HM,Germany,$1.34 B,GAG Immobilien,4227
4055,['Medicaldevices'],TMCI,USA,$1.34 B,Treace Medical Concepts,4225
4056,[],FINPIPE.NS,India,$1.34 B,Finolex Industries,4224
4057,"['OilGas', 'Transportation', 'Maritimetransportation']",GLOG-PA,Greece,$1.34 B,GasLog,4223
4058,"['Conglomerate', 'Energy', 'Electricity']",AFK.OL,Norway,$1.34 B,Arendals Fossekompani,4221
4059,"['REITs', 'Realestate', 'Investment']",BFS,USA,$1.34 B,Saul Centers,4222
4060,"['Biotech', 'Pharmaceuticals']",KROS,USA,$1.35 B,Keros Therapeutics,4219
4061,"['Pharmaceuticals', 'Biotech']",NVAX,USA,$1.35 B,Novavax,4218
4062,[],BOY.L,UK,$1.35 B,Bodycote,4220
4063,"['Utilitycompanies', 'Energy', 'Electricity']",PEP.WA,Poland,$1.35 B,Polenergia,4217
4064,['Tobacco'],UVV,USA,$1.35 B,Universal Corporation,4216
4065,"['Realestate', 'Investment', 'REITs']",PGRE,USA,$1.35 B,Paramount Group,4215
4066,"['Banks', 'Financialservices']",BUSE,USA,$1.35 B,First Busey,4213
4067,"['OilGas', 'OilGasEquipmentServices', 'Energy']",DNOW,USA,$1.35 B,NOW Inc.,4212
4068,"['Banks', 'Financialservices']",BTS.VI,Austria,$1.35 B,Bank fÃ¼r Tirol und Vorarlberg,4214
4069,"['Banks', 'Financialservices']",BHLB,USA,$1.35 B,Berkshire Hills Bancorp,4211
4070,[],FSKRS.HE,Finland,$1.35 B,Fiskars,4209
4071,[],SATS,USA,$1.35 B,EchoStar,4210
4072,"['OilGas', 'Energy']",GPOR,USA,$1.36 B,Gulfport Energy,4208
4073,['Education'],AFYA,Brazil,$1.36 B,Afya,4207
4074,['Chemicals'],AETHER.NS,India,$1.36 B,Aether Industries,4206
4075,[],DEQ.F,Germany,$1.36 B,Deutsche EuroShop,4205
4076,[],1773.T,Malaysia,$1.36 B,YTL Corporation Berhad,4204
4077,['Financialservices'],GSY.TO,Canada,$1.36 B,goeasy,4202
4078,"['Realestate', 'Investment', 'REITs']",TWO,USA,$1.38 B,Two Harbors Investment,4182
4079,"['Beverages', 'Alcoholicbeverages']",000080.KS,South Korea,$1.36 B,HiteJinro,4201
4080,"['Financialservices', 'Investment', 'AssetManagement']",VRTS,USA,$1.36 B,Virtus Investment Partners,4203
4081,"['ITsecurity', 'Tech']",YSN.F,Germany,$1.38 B,secunet,4180
4082,"['Banks', 'Financialservices']",BIMB.KL,Malaysia,$1.38 B,Bank Islam Malaysia,4181
4083,"['Mining', 'Goldmining']",KNT.TO,Canada,$1.38 B,K92 Mining,4179
4084,"['Semiconductors', 'Electronics', 'Tech', 'TechHardware']",ATS.VI,Austria,$1.38 B,AT&S Austria Technologie & Systemtechnik,4178
4085,"['Software', 'Tech', 'IoT']",DGII,USA,$1.39 B,Digi International,4176
4086,"['Usedcarretailer', 'Carretail']",ACVA,USA,$1.39 B,ACV Auctions,4177
4087,"['Banks', 'Financialservices']",STBA,USA,$1.39 B,S&T Bancorp,4175
4088,"['Airports', 'Infrastructure']",CAAP,Luxembourg,$1.39 B,CorporaciÃ³n AmÃ©rica Airports,4173
4089,[],HPP,USA,$1.39 B,Hudson Pacific Properties,4174
4090,"['Software', 'Tech']",AMPL,USA,$1.39 B,Amplitude,4172
4091,[],HBM,Canada,$1.39 B,Hudbay Minerals,4170
4092,"['Tech', 'Internet']",HLIT,USA,$1.40 B,Harmonic,4169
4093,"['Software', 'Tech']",SFB1.F,Poland,$1.39 B,Asseco,4171
4094,['SecurityProtectionServices'],DOKA.SW,Switzerland,$1.40 B,dormakaba,4168
4095,"['Realestate', 'Investment', 'REITs']",ALEX,USA,$1.40 B,Alexander & Baldwin,4166
4096,['Manufacturing'],7846.T,Japan,$1.40 B,Pilot Corporation,4167
4097,"['Hotels', 'Travel']",EIHOTEL.NS,India,$1.40 B,EIH Limited,4165
4098,['Entertainment'],PVR.NS,India,$1.40 B,PVR Cinemas,4163
4099,[],CAR.WA,Poland,$1.40 B,Inter Cars,4164
4100,['Telecommunicationsequipment'],INFN,USA,$1.40 B,Infinera,4161
4101,"['MedicalCareFacilities', 'Realestate', 'Investment', 'REITs']",CSH-UN.TO,Canada,$1.40 B,Chartwell Retirement Residences,4162
4102,"['Software', 'Tech', 'Internet', 'ITsecurity']",ATEN,USA,$1.40 B,A10 Networks,4160
4103,"['Realestate', 'Investment', 'REITs']",GEO,USA,$1.40 B,Geo Group,4159
4104,['MedicalCareFacilities'],SUM.NZ,New Zealand,$1.40 B,Summerset Holdings,4158
4105,"['Food', 'Restaurantchains']",JACK,USA,$1.40 B,Jack in the Box,4157
4106,['Food'],SOVO,USA,$1.41 B,Sovos Brands,4156
4107,['Renewableenergy'],SUZLON.NS,India,$1.41 B,Suzlon,4155
4108,[],OSIS,USA,$1.41 B,OSI Systems,4153
4109,[],TGLS,Colombia,$1.41 B,Tecnoglass,4152
4110,"['REITs', 'Realestate', 'Investment']",KMP-UN.TO,Canada,$1.41 B,Killam Apartment REIT,4154
4111,"['ECommerce', 'Tech', 'Internet']",POSH,USA,$1.41 B,Poshmark,4151
4112,[],UNS.TO,Canada,$1.41 B,Uni-Select,4150
4113,[],UPWK,USA,$1.41 B,Upwork,4147
4114,"['Software', 'Tech', 'Financialservices']",INTA,USA,$1.41 B,Intapp,4149
4115,[],CARG,USA,$1.41 B,CarGurus,4148
4116,"['Banks', 'Financialservices']",EGBN,USA,$1.42 B,Eagle Bancorp,4146
4117,['Education'],LRN,USA,$1.42 B,K12,4145
4118,"['Software', 'Tech']",RAMP,USA,$1.42 B,LiveRamp,4144
4119,['Furniture'],MLKN,USA,$1.42 B,MillerKnoll,4143
4120,"['Banks', 'Financialservices']",CHCO,USA,$1.42 B,City Holding Company,4142
4121,"['Bitcoin', 'Investment']",GBTC,USA,$1.42 B,Grayscale Bitcoin Trust,4141
4122,"['Ports', 'Infrastructure']",PAS.KH,Cambodia,$1.42 B,Sihanoukville Autonomous Port,4139
4123,"['Pharmaceuticals', 'Biotech']",AMPH,USA,$1.42 B,Amphastar Pharmaceuticals,4140
4124,['Food'],CHEF,USA,$1.42 B,The Chefs' Warehouse,4138
4125,[],CLFD,USA,$1.43 B,Clearfield,4136
4126,['Chemicals'],BASF.NS,India,$1.42 B,BASF India,4137
4127,[],IDCC,USA,$1.43 B,InterDigital,4135
4128,['Food'],AVI.JO,South Africa,$1.43 B,AVI Limited,4133
4129,['Pharmaceuticals'],APLLTD.NS,India,$1.43 B,Alembic Pharmaceuticals,4134
4130,[],TWST,USA,$1.43 B,Twist Bioscience,4132
4131,['Aerospace'],PL,USA,$1.43 B,Planet Labs,4130
4132,['Aluminum'],8869.KL,Malaysia,$1.43 B,PMetal (Press Metal Aluminium),4131
4133,[],GNL,USA,$1.43 B,Global Net Lease,4127
4134,"['Healthcare', 'MedicalCareFacilities']",LHC.JO,South Africa,$1.43 B,Life Healthcare Group,4128
4135,"['Construction', 'Infrastructure']",ROAD,USA,$1.43 B,Construction Partners,4129
4136,"['Professionalservices', 'Software', 'Tech']",STER,USA,$1.43 B,Sterling Check,4126
4137,"['Software', 'Tech']",MODN,USA,$1.44 B,Model N,4123
4138,"['OilGas', 'Transportation', 'Maritimetransportation']",DHT,Bermuda,$1.43 B,DHT Holdings,4125
4139,"['Realestate', 'REITs', 'Investment', 'Telecommunication', 'Infrastructure']",UNIT,USA,$1.44 B,UNITI,4124
4140,"['mRNAtherapeutics', 'Pharmaceuticals', 'Biotech']",CVAC,Germany,$1.44 B,Curevac,4122
4141,"['OilGas', 'Energy']",PXT.TO,Canada,$1.44 B,Parex Resources,4121
4142,"['OilGas', 'Energy']",1434.TW,Taiwan,$1.44 B,Formosa Taffeta,4120
4143,"['Engineering', 'Professionalservices']",OII,USA,$1.44 B,Oceaneering International,4119
4144,"['Realestate', 'Financialservices']",RC,USA,$1.44 B,Ready Capital,4118
4145,[],EAT,USA,$1.44 B,Brinker International,4117
4146,['GlovesPPE'],BVA.SI,Malaysia,$1.44 B,Top Glove,4116
4147,[],KAR,USA,$1.44 B,KAR Auction Services,4115
4148,['Food'],004370.KS,South Korea,$1.44 B,Nongshim,4114
4149,['Entertainment'],CNK,USA,$1.44 B,Cinemark Theatres,4113
4150,[],FGEN,USA,$1.44 B,FibroGen,4112
4151,['Realestate'],Z25.SI,Singapore,$1.45 B,Yanlord,4111
4152,"['OilGas', 'Energy', 'Utilitycompanies']",SPB.TO,Canada,$1.45 B,Superior Plus,4110
4153,"['Telehealth', 'Healthcare', 'Internet', 'Tech']",HIMS,USA,$1.45 B,Hims & Hers Health,4109
4154,"['Autonomousdriving', 'Software', 'Tech']",AUR,USA,$1.45 B,Aurora Innovation,4108
4155,"['Banks', 'Financialservices']",LOB,USA,$1.45 B,Live Oak Bank,4107
4156,"['OilGas', 'Energy']",SDRL,Bermuda,$1.46 B,Seadrill,4106
4157,"['OilGas', 'Energy']",KNTK,USA,$1.46 B,Kinetik,4104
4158,"['Financialservices', 'AssetManagement', 'Investment']",TSLX,USA,$1.46 B,Sixth Street Specialty Lending,4105
4159,"['Genomics', 'Biotech', 'DiagnosticsandTesting']",NEO,USA,$1.46 B,NeoGenomics,4103
4160,"['Financialservices', 'Tech']",QTWO,USA,$1.46 B,Q2,4102
4161,[],LOMA,Argentina,$1.48 B,Loma Negra,4079
4162,"['CoalMining', 'Mining', 'Energy']",JSW.WA,Poland,$1.46 B,Jastrzebska SpÃ³lka Weglowa,4101
4163,['Manufacturing'],RCH.TO,Canada,$1.48 B,Richelieu Hardware,4080
4164,"['Airlines', 'Transportation', 'Travel']",EIF.TO,Canada,$1.49 B,Exchange Income Corporation,4077
4165,"['Banks', 'Financialservices']",TBK,USA,$1.48 B,Triumph Bancorp,4078
4166,['Construction'],KEC.NS,India,$1.49 B,KEC International,4075
4167,[],ROCK,USA,$1.49 B,Gibraltar Industries,4076
4168,['Insurance'],TSU.TO,Canada,$1.49 B,Trisura Group,4074
4169,"['Infrastructure', 'Telecommunication', 'Realestate']",HTWS.L,UK,$1.50 B,Helios Towers,4073
