,company_name,company_industry
5106,Quale Infotech,IT Services & Consulting
5107,MeritTrac,EdTech
5108,CRMnext,IT Services & Consulting
5109,Mahindra Retail,Retail
5110,Dynamatic Technologies,Auto Components
5111,Cedcoss Technologies,Software Product
5112,Karnataka Bank,Banking
5113,Anna University,Education & Training
5114,Bain & Company,Management Consulting
5115,Amara Raja Infra,Engineering & Construction
5116,Metacube Software,IT Services & Consulting
5117,FCS Software Solutions,IT Services & Consulting
5118,G7 CR Technologies,IT Services & Consulting
5119,Serdia Pharmaceuticals,Pharma
5120,Saija Finance,NBFC
5121,United Nations Development Programme,Non-Profit
5122,Aapna Infotech,IT Services & Consulting
5123,Viacom18 Media,Media & Entertainment
5124,Marathon Electric India,Semiconductors
5125,ACN Health care,Healthcare
5126,Celio Future Fashion,Retail
5127,Armed Forces Tribunal,Government
5128,IFB Agro Industries,Beverage
5129,RAMADA PLAZA,Hospitality
5130,Janatics India,Auto Components
5131,ILS Hospital,Healthcare
5132,Tenon Facility Management,Facility Management Services
5133,Wave Infratech,Real Estate
5134,AMBUJANEOTIA,Real Estate
5135,Fortune Marketing,Hardware & Networking
5136,Bry-Air (Asia),Industrial Machinery
5137,Integra Global Solutions,IT Services & Consulting
5138,PACL India,Real Estate
5139,Lanson Toyota,Automobile
5140,AM Infoweb,BPO
5141,Bilt,Pulp & Paper
5142,SurePrep,Software Product
5143,NSK,Industrial Machinery
5144,Harita Fehrer,Auto Components
5145,Invenio Business Solutions,IT Services & Consulting
5146,Phoenix Contact,Industrial Automation
5147,Talentica Software,IT Services & Consulting
5148,Ivy Mobility Solutions,IT Services & Consulting
5149,Health Insurance TPA of India,Insurance
5150,Parason Machinery,Industrial Machinery
5151,Government Medical College,Education & Training
5152,XenonStack,IT Services & Consulting
5153,Sunteck Realty,Real Estate
5154,Tata Main Hospital,Healthcare
5155,Anmol Biscuits,FMCG
5156,Sula Vineyards,Food Processing
5157,Neel Auto,Industrial Machinery
5158,Maharashtra State Road Transport Corporation,Urban Transport
5159,SEED CSR,Non-Profit
5160,SpanIdea,IT Services & Consulting
5161,Telstra,Telecom
5162,Jasper Industries,Other
5163,AL JABER GROUP,Engineering & Construction
5164,Qube Cinema Technologies,Media & Entertainment
5165,MSL Driveline Systems,Auto Components
5166,HostBooks,FinTech
5167,Amnex Infotechnologies,IT Services & Consulting
5168,Smarter BIZ Technologies,IT Services & Consulting
5169,Blowhorn,Logistics
5170,Vyapar,Software Product
5171,Hudson Agile Ventures,IT Services & Consulting
5172,Grant Thornton Bharat,Management Consulting
5173,DeHaat,Agriculture
5174,KGK Group,Jewellery
5175,Qualtech Consultants,IT Services & Consulting
5176,Sanmar Group,Chemicals
5177,Kiran Motors,Auto Components
5178,Vectone Mobile,Telecom
5179,CIGNEX,IT Services & Consulting
5180,Crimson Interactive,Content Development
5181,Code Brew Labs,IT Services & Consulting
5182,Gem Engserv,Engineering & Construction
5183,Embee Software,Software Product
5184,SECON Private Limited Bangalore INDIA,Engineering & Construction
5185,NHPC,Power
5186,Toyo INK,Chemicals
5187,Trigyn Technologies,IT Services & Consulting
5188,Goel Ganga Group,Real Estate
5189,AYM Syntex,Fashion & Textile
5190,Maccaferri,Real Estate
5191,Apex Hospital,Healthcare
5192,Fourth Dimension Solutions,IT Services & Consulting
5193,Smart Drive Systems,IT Services & Consulting
5194,Adlabs Imagica,Events
5195,AIDA Cruises,Travel & Tourism
5196,Narayana Medical College & Hospital,Healthcare
5197,The Web Plant,
5198,Meneta Automotive Components,Auto Components
5199,Amar Cars,Automobile
5200,Neolite Zkw Lightings,Auto Components
5201,Utkarsh India,Industrial Machinery
5202,WM Logistics,Logistics
5203,Jagsonpal Pharmaceuticals,Pharma
5204,Cheema Boilers,Industrial Machinery
5205,Varindera Constructions,Engineering & Construction
5206,Aksh Optifibre,Telecom
5207,Monginis Foods,Food Processing
5208,Dotsquares,IT Services & Consulting
5209,Marquardt,Auto Components
5210,Sami-Sabinsa Group,Fitness & Wellness
5211,Satvat Infosol,IT Services & Consulting
5212,Infoesearch Ites,IT Services & Consulting
5213,Ashish Life Science,Healthcare
5214,TrueBlue,Recruitment
5215,Brainium Information Technologies,IT Services & Consulting
5216,Panda Retail Company,Retail
5217,BigStep Technologies,IT Services & Consulting
5218,AvenData GmbH,IT Services & Consulting
5219,Vanderlande Industries,Logistics
5220,Orion Innovation,IT Services & Consulting
5221,Prochant,Medical Equipment
5222,Shalimar Corp,Real Estate
5223,Flipkart Wholesale,
5224,Edwise International,Education & Training
5225,Alp Consulting,Recruitment
5226,Ramky Group,Engineering & Construction
5227,GEETANJALI HOMESTATE,Real Estate
5228,Indian Coast Guard,Defence & Aerospace
5229,Decimal Point Analytics,Analytics & KPO
5230,Municipal Corporation of Greater Mumbai,Government
5231,Dover India,Industrial Machinery
5232,Carwale,Internet
5233,Quadlabs Technologies,Software Product
5234,Repro India,FMCG
5235,STMicroelectronics,Semiconductors
5236,Kobelco Construction Equipment India,Industrial Machinery
5237,Educational Initiatives,EdTech
5238,Airbnb,Internet
5239,Motilal Oswal Securities,Financial Services
5240,Puthur Infotech,IT Services & Consulting
5241,Crescent Foundry,Metals & Mining
5242,Gini & Jony,Fashion & Textile
5243,Upwork,Internet
5244,DLF Brands,Retail
5245,Mutual Industries,Petrochemicals
5246,Lilavati Hospital & Research Centre,Healthcare
5247,URS Scott Wilson India,Engineering & Construction
5248,Garden Reach Shipbuilders & Engineers,Ports & Shipping
5249,Vitromed Healthcare,Medical Equipment
5250,RT Network Solutions,IT Services & Consulting
5251,Nippon Konpo,Logistics
5252,Ray Engineering,Engineering & Construction
5253,Vnr Seeds,Agriculture
5254,Linc,FMCG
5255,CTR Manufacturing Industries,Electronics Manufacturing
5256,STPL,IT Services & Consulting
5257,Mandovi Motors,Auto Components
5258,Relyon Softech,Software Product
5259,Ministry of Rural Development India,Government
5260,Tata Memorial Centre,Healthcare
5261,Orchid Hotel,Hospitality
5262,Dr. Ram Manohar Lohia Hospital,Healthcare
5263,Swal Corporation,Agro Chemicals
5264,Informatica Business Solutions,Software Product
5265,STT Global Data Centres India,IT Services & Consulting
5266,Modern V.R. Security Force,Law Enforcement & Security
5267,First Abu Dhabi Bank,Banking
5268,Billedright Healthcare Solutions,Healthcare
5269,Pothys,Fashion & Textile
5270,Pie Infocomm,IT Services & Consulting
5271,Valmet,Oil & Gas
5272,VHS Consulting,IT Services & Consulting
5273,Man Industries,Building Material
5274,DTC Projects,Real Estate
5275,Tata Digital,Internet
5276,Ambit Finvest,
5277,VISTRA INTERNATIONAL EXPANSION,Management Consulting
5278,Rave Technologies,IT Services & Consulting
5279,CETPA InfoTech,IT Services & Consulting
5280,Hitachi Home & Life Solutions,Industrial Machinery
5281,Annalect,Marketing & Advertising
5282,Jayem Automotives,Auto Components
5283,RateGain,IT Services & Consulting
5284,RS Software,IT Services & Consulting
5285,Keppel Offshore & Marine,Engineering & Construction
5286,Takenaka,Architecture & Interior Design
5287,Camp K-12,EdTech
5288,Nerdy Turtlez,EdTech
5289,Ritu Kumar,Fashion & Textile
5290,Orient Paper Mill,Pulp & Paper
5291,Indian Terrain Fashions,Fashion & Textile
5292,Exl Service Sez Bpo Solutions,BPO
5293,Sadhu Forging,Industrial Machinery
5294,Maschio Gaspardo,Industrial Machinery
5295,Sofitel Luxury Hotel,Hospitality
5296,Reliance HR Services,Recruitment
5297,CIBERsites India,IT Services & Consulting
5298,Amanta Healthcare,Pharma
5299,Edelweiss Broking,Financial Services
5300,Kutch Chemical Industries,Chemicals
5301,Tata Sikorsky Aerospace,Defence & Aerospace
5302,Comvision,Financial Services
5303,Sathavahana Ispat,Iron & Steel
5304,Hi-Tech,Education & Training
5305,Kaefer,Engineering & Construction
5306,The Smart Cube,IT Services & Consulting
5307,WSP,Agro Chemicals
5308,SMS Group,Industrial Machinery
5309,Sadhu Forging,Industrial Machinery
5310,Edelweiss Broking,Financial Services
5311,Maschio Gaspardo,Industrial Machinery
5312,Amanta Healthcare,Pharma
5313,CIBERsites India,IT Services & Consulting
5314,Tata Sikorsky Aerospace,Defence & Aerospace
5315,Praxis home Retail,Retail
5316,Kutch Chemical Industries,Chemicals
5317,Joyson Safety Systems,Auto Components
5318,Oman National Engineering & Investment Company,Engineering & Construction
5319,Bhansali Engineering Polymers,Petrochemicals
5320,Quantzig,
5321,MediBuddy,Internet
5322,DynPro,IT Services & Consulting
5323,Altum Credo Home Finance,Financial Services
5324,Inditex,Fashion & Textile
5325,Prudent Corporate Advisory Services,Investment Banking / Venture Capital / Private Equity
5326,Betsol,IT Services & Consulting
5327,Maharishi Markandeshwar University,Education & Training
5328,B. E. Billimoria,Engineering & Construction
5329,Arch Pharmalabs,Pharma
5330,Incture Technologies,IT Services & Consulting
5331,Sankara Nethralaya,Non-Profit
5332,Leena Powertech Engineers,Engineering & Construction
5333,SP Apparels,Fashion & Textile
5334,TEOCO Software,Software Product
5335,Dynamic Beneficial Accord Marketing,Internet
5336,Pebs Pennar,Engineering & Construction
5337,Riddhi Corporate Services,IT Services & Consulting
5338,ExcelSoft Technologies,IT Services & Consulting
5339,Trident Automobiles,Auto Components
5340,Benteler Automotive,Automobile
5341,Macmet Engineering,Industrial Machinery
5342,Ga Digital Web Word,IT Services & Consulting
5343,Centrumdirect,Financial Services
5344,Pinnacle Industries,Auto Components
5345,Maharishi Markandeshwar University,Education & Training
5346,Regus,Facility Management Services
5347,Windsor Machines,Industrial Machinery
5348,AYTB,Engineering & Construction
5349,Avaada Energy,Power
5350,TEOCO Software,Software Product
5351,Amity International School,Education & Training
5352,Mayasheel Retail Llp,Retail
5353,Arundhati Jewellers,Jewellery
5354,Citrix R&d India Pvt. Lit,
5355,DOGUS SOMA JV Office,Engineering & Construction
5356,Pebs Pennar,Engineering & Construction
5357,Dynamic Beneficial Accord Marketing,Internet
5358,Psychotropics India,Pharma
5359,Kopran,Pharma
5360,Shaadi.com,Internet
5361,QR Crypher,Software Product
5362,Navitas Life Sciences,IT Services & Consulting
5363,Stefanini,IT Services & Consulting
5364,Doshion,Waste Management
5365,Century Textiles and Industries,Pulp & Paper
5366,KSB Limited - Irrigation & Process Division (IPD),Industrial Machinery
5367,Mahindra Agri Solutions,Agriculture
5368,Cummins Turbo Technologies,Automobile
5369,Jotun Paints,Petrochemicals
5370,Turner Construction,Engineering & Construction
5371,Global Cloud Xchange,Telecom
5372,Drive India Enterprise Solutions Limited (DIESL),Logistics
5373,Metro Tyres,Auto Components
5374,Cholamandalam MS Risk Services,Management Consulting
5375,Damodar Valley Corporation,Power
5376,Texport Industries,Fashion & Textile
5377,Cryptograph Technologies,IT Services & Consulting
5378,Tata Autocomp GY Batteries,Auto Components
5379,Haldiram Bhujiawala,Food Processing
5380,Agastya International Foundation,Non-Profit
5381,Optimus Drugs,Pharma
5382,Umedica Laboratories,Pharma
5383,Dr ITM,BPO
5384,Care IT Solutions,IT Services & Consulting
5385,GCMMF,Agriculture
5386,KDK Software,Software Product
5387,Emmvee Photovoltaic Power,Power
5388,Pharmed,Pharma
5389,Atidiv,IT Services & Consulting
5390,India Pistons,Auto Components
5391,Eye-Q Super Speciality Eye Hospitals,Healthcare
5392,Indifi Technologies,Financial Services
5393,Corbus,IT Services & Consulting
5394,Vipul Motors,Automobile
5395,Sneha Farms,Agriculture
5396,Al Naboodah,Engineering & Construction
5397,Jms Mining Services,Metals & Mining
5398,Aczet,Electronics Manufacturing
5399,NEARBY TECHNOLOGIES,FinTech
5400,Coronis It Systems,
5401,Salini Impregilo,Engineering & Construction
5402,Botree Software International,IT Services & Consulting
5403,T.G.I. Friday's,Hospitality
5404,Hirschvogel Components,Auto Components
5405,Smart Works,Real Estate
5406,Smc Pneumatics India,Industrial Machinery
5407,Virtusa Software Services,IT Services & Consulting
5408,Smiiel - A Unit Of Motherson Sumi System,Semiconductors
5409,Bikayi,Internet
5410,Protean eGov Technologies,Consulting
5411,Kitex Garments,Fashion & Textile
5412,Jasmin Infotech,Hardware & Networking
5413,Aditya Birla SunLife Asset Management Company,Financial Services
5414,Mazars,Accounting & Auditing
5415,ONKAR DIES,Engineering & Construction
5416,Jamia Hamdard University,Education & Training
5417,DAS Offshore Engineering,Industrial Machinery
5418,Maharashtra Natural GAS,Oil & Gas
5419,UAS International,Financial Services
5420,GKN Sinter Metals,Auto Components
5421,99acres,Internet
5422,Paramatrix Technologies,IT Services & Consulting
5423,Genus Electrotech,Semiconductors
5424,Holy Family Hospital,Healthcare
5425,NSL Sugars,Food Processing
5426,J.K. Helene Curtis,Fashion & Textile
5427,Pyrotech Electronics,Electronics Manufacturing
5428,Electrical Manufacturing Company,Electrical Equipment
5429,J.K. Helene Curtis,Fashion & Textile
5430,Skillmine Technology Consulting,IT Services & Consulting
5431,Holy Family Hospital,Healthcare
5432,Genus Electrotech,Semiconductors
5433,99acres,Internet
5434,Lester Infoservices,BPO
5435,Synophic Systems,Hardware & Networking
5436,Nipro India Corporation,Healthcare
5437,eSense Learning,EdTech
5438,UAS International,Financial Services
5439,Sapphire Software Solutions (India),IT Services & Consulting
5440,Hindustan PowerProjects,Power
5441,eMDs,IT Services & Consulting
5442,Viztar International,Education & Training
5443,Fortune Integrated Assets Finance,Financial Services
5444,Jamia Hamdard University,Education & Training
5445,Montage Enterprises,Packaging
5446,VWR International,Pharma
5447,Digital Nirvana Information Systems,Software Product
5448,Bell Finvest,NBFC
5449,Roha Dyechem,Food Processing
5450,Emrill Services LLC,Facility Management Services
5451,K R Mangalam University,Education & Training
5452,Ajax Fiori Engineering,Engineering & Construction
5453,Ammann Apollo,Industrial Machinery
5454,Avvashya Cci Logistics,Logistics
5455,Gandhi Institute for Technology,Education & Training
5456,Sushima Pharmaceuticals,Pharma
5457,TMTL,Automobile
5458,American Oncology Institute,Healthcare
5459,Tata Strive Skill Development Centre,Education & Training
5460,Funlabtech,IT Services & Consulting
5461,Teachmint,EdTech
5462,InternIn,Recruitment
5463,KHY ELECTRONIC,
5464,House of Beauty,Internet
5465,Walkaroo International,Fashion & Textile
5466,Scholastic,Printing & Publishing
5467,Peerless Hospital,Healthcare
5468,NaviSite,IT Services & Consulting
5469,Automotive Stampings and Assemblies,Auto Components
5470,IndiaLends,Financial Services
5471,Amnet Systems,IT Services & Consulting
5472,Prasol Chemicals,Chemicals
5473,Malayala Manorama,Printing & Publishing
5474,Pradan,Non-Profit
5475,City Montessori School,Education & Training
5476,Chetak Enterprises,Engineering & Construction
5477,Ester Industries,Chemicals / Agri Inputs
5478,Zerodha,FinTech
5479,Hy Gro Chemicals Pharmtek,Pharma
5480,Tech Mahindra Foundation,Non-Profit
5481,The Cosmos Co-operative Bank,Banking
5482,Vision Rx Lab,Medical Equipment
5483,NIMS University,Education & Training
5484,Batra Hospital,Healthcare
5485,Rabindranath Tagore International Institute of Cardiac Sciences,Healthcare
5486,GMM Pfaudler,Industrial Machinery
5487,Rossari Biotech,Chemicals
5488,Polaris,Automobile
5489,Advanced Technology Consulting Service,IT Services & Consulting
5490,OSI Technologies,IT Services & Consulting
5491,LatentView Analytics,IT Services & Consulting
5492,DUKES,Food Processing
5493,Nava Bharath Fertilizers,Agro Chemicals
5494,West Bengal State Electricity Distribution Company,Power
5495,Apmosys Technologies,IT Services & Consulting
5496,Sendan International Co,Engineering & Construction
5497,SequelOne,IT Services & Consulting
5498,Head Field Solutions,Recruitment
5499,DOPET,Engineering & Construction
5500,Barbrik Project,Engineering & Construction
5501,TPF Engineering,Engineering & Construction
5502,Kama Ayurveda,Beauty & Personal Care
5503,Rahman Industries,Fashion & Textile
5504,SCIO Management Solutions,IT Services & Consulting
5505,Learning Links Foundation,Non-Profit
5506,Platinum Waltech,Engineering & Construction
5507,LetsTransport,Logistics
5508,TheMathCompany,Emerging Technologies
