ceo,country,founded,industry,link,name,rank,revenue
Not found,Sweden,Not found,"['Industries', 'Environmental Services']",https://www.value.today/company/munters-group-ab-publ,MUNTERS GROUP AB (PUBL),7759,693 Million USD
Not found,USA,Not found,"['Healthcare', 'Hospitals']",https://www.value.today/company/cano-health-inc.,"CANO HEALTH, INC.",7757,"1,609 Million USD"
Not found,USA,1989,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products']",https://www.value.today/company/sorrento-therapeutics,SORRENTO THERAPEUTICS,7756,52 Million USD
Not found,USA,Not found,"['Financial Services', 'Insurance']",https://www.value.today/company/hippo-holdings-inc.,HIPPO HOLDINGS INC.,7754,91 Million USD
Not found,USA,Not found,['Real Estate'],https://www.value.today/company/doma-holdings-inc.,DOMA HOLDINGS INC.,7755,558 Million USD
Not found,Germany,Not found,"['Communication Services', 'Internet or Mobile App Based Business']",https://www.value.today/company/new-work-se,NEW WORK SE,7763,290 Million USD
Not found,Taiwan,Not found,"['Financial Services', 'Banking Services']",https://www.value.today/company/far-eastern-international-bank,FAR EASTERN INTERNATIONAL BANK,7771,352 Million USD
Not found,South Africa,Not found,"['Healthcare', 'Hospitals']",https://www.value.today/company/netcare,NETCARE,7766,"1,262 Million USD"
Not found,India,Not found,"['Technology', 'Electronics']",https://www.value.today/company/abb-power-products-and-systems-india-limited,ABB POWER PRODUCTS AND SYSTEMS INDIA LIMITED,7769,314 Million USD
Not found,Japan,Not found,"['Communication Services', 'Entertainment']",https://www.value.today/company/shochiku,SHOCHIKU,7768,524 Million USD
Not found,China,Not found,"['Industries', 'Heavy Machinery']",https://www.value.today/company/sumec-corporation,SUMEC CORPORATION,7772,Not found
Not found,Russia,Not found,"['Healthcare', 'Pharmacy', 'Retail']",https://www.value.today/company/pharmacy-chain-36.6,PHARMACY CHAIN 36.6,7767,Not found
Not found,Saudi Arabia,Not found,"['Consumer Cyclical', 'Retail']",https://www.value.today/company/aldrees-petroleum-and-transport-services-company,ALDREES PETROLEUM AND TRANSPORT SERVICES COMPANY,7770,Not found
Not found,UK,1856,['Industry Machinery'],https://www.value.today/company/morgan-advanced-materials,MORGAN ADVANCED MATERIALS,7765,"1,119 Million USD"
Not found,UK,1969,"['Business Services', 'Financial Services', 'Stock Markets, Trading, Capital Markets']",https://www.value.today/company/euromoney-institutional-investor,EUROMONEY INSTITUTIONAL INVESTOR,7764,396 Million USD
Not found,China,Not found,"['Industries', 'Electrical Products']",https://www.value.today/company/cwb-automotive-electronics-co.-ltd.,"CWB AUTOMOTIVE ELECTRONICS CO., LTD.",7781,Not found
Not found,China,Not found,"['Basic Materials', 'Chemicals']",https://www.value.today/company/ningbo-solartron-technology,NINGBO SOLARTRON TECHNOLOGY,7774,Not found
Not found,Hong Kong,Not found,"['Technology', 'Electronics', 'Consumer Electronics']",https://www.value.today/company/truly-international-holdings,TRULY INTERNATIONAL HOLDINGS,7778,"2,873 Million USD"
Not found,USA,Not found,"['Industries', 'Transportation', 'Freight Transport']",https://www.value.today/company/marten-transport,MARTEN TRANSPORT,7773,973 Million USD
Not found,China,Not found,"['Basic Materials', 'Chemicals']",https://www.value.today/company/zanyu-technology-group,ZANYU TECHNOLOGY GROUP,7779,Not found
Not found,Japan,1998,"['Communication Services', 'Gaming', 'Software and IT', 'Technology']",https://www.value.today/company/gungho-online-entertainment,GUNGHO ONLINE ENTERTAINMENT,7775,763 Million USD
Not found,Canada,Not found,"['Technology', 'Electronics', 'Electrical Products', 'Capital Goods']",https://www.value.today/company/celestica,CELESTICA,7780,"5,634 Million USD"
Not found,China,Not found,"['Energy', 'Coal Mining', 'Mining']",https://www.value.today/company/shanxi-blue-flame-holding-company,SHANXI BLUE FLAME HOLDING COMPANY,7776,Not found
Not found,USA,Not found,"['Industries', 'Construction Materials', 'Capital Goods', 'Heavy Machinery']",https://www.value.today/company/columbus-mckinnon-corporation,COLUMBUS MCKINNON CORPORATION,7777,906 Million USD
Not found,China,Not found,"['Consumer Defensive', 'Agriculture Related', 'Farming / Seeds / Milling']",https://www.value.today/company/chenguang-biotech-group,CHENGUANG BIOTECH GROUP,7782,Not found
Not found,China,Not found,"['Industries', 'Electrical Products', 'Cables and Wires']",https://www.value.today/company/zhejiang-wanma,ZHEJIANG WANMA,7783,Not found
Not found,China,Not found,"['Basic Materials', 'Mining']",https://www.value.today/company/innuovo-technology,INNUOVO TECHNOLOGY,7785,Not found
Not found,India,Not found,"['Industries', 'Industry Machinery']",https://www.value.today/company/elgi-equipments,ELGI EQUIPMENTS,7787,314 Million USD
Not found,South Korea,Not found,"['Industries', 'Food and Beverage', 'Biotechnology', 'Logistics', 'Media', 'Entertainment', 'Conglomerate']",https://www.value.today/company/cj-corporation,CJ CORPORATION,7791,"25,794 Million USD"
Not found,China,Not found,"['Consumer Cyclical', 'Retail', 'Super Markets']",https://www.value.today/company/beijing-urban-rural-commercial-group,BEIJING URBAN-RURAL COMMERCIAL (GROUP),7786,Not found
Not found,Canada,Not found,"['Industries', 'Construction']",https://www.value.today/company/badger-daylighting,BADGER DAYLIGHTING,7784,558.6 Million CAD for Year ending December-2020
Not found,Norway,Not found,"['Consumer Cyclical', 'Packaging']",https://www.value.today/company/bewi-asa,BEWI ASA,7789,Not found
Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology']",https://www.value.today/company/zhejiang-shouxiangu-pharmaceutical,ZHEJIANG SHOUXIANGU PHARMACEUTICAL,7788,Not found
Not found,Taiwan,Not found,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical']",https://www.value.today/company/golden-biotechnology-corporation,GOLDEN BIOTECHNOLOGY CORPORATION,7790,Not found
Not found,China,Not found,"['Energy', 'Oil and Gas']",https://www.value.today/company/sino-geophysical-co.-ltd,SINO GEOPHYSICAL CO. LTD,7784,Not found
Not found,China,Not found,"['Consumer Cyclical', 'Apparels and Accessories', 'Leisure']",https://www.value.today/company/toread-holdings-group,TOREAD HOLDINGS GROUP,7800,Not found
Not found,USA,Not found,"['Healthcare', 'Medical Equipment']",https://www.value.today/company/silk-road-medical,SILK ROAD MEDICAL,7793,101 Million USD
Not found,USA,Not found,['Software and IT'],https://www.value.today/company/intapp-inc.,"INTAPP, INC.",7792,272 Million USD
Not found,Canada,Not found,['Financial Services'],https://www.value.today/company/home-capital-group,HOME CAPITAL GROUP,7797,422 Million USD
Not found,USA,Not found,"['Consumer Defensive', 'Agriculture Products', 'Consumer Non Durables', 'Farming / Seeds / Milling']",https://www.value.today/company/fresh-del-monte-produce,FRESH DEL MONTE PRODUCE,7798,"4,252 Million USD"
Not found,USA,Not found,"['Energy', 'Oil and Gas', 'Oil Refining']",https://www.value.today/company/clean-energy-fuels,CLEAN ENERGY FUELS,7794,255 Million USD
Not found,India,Not found,"['Financial Services', 'Banking Services']",https://www.value.today/company/city-union-bank,CITY UNION BANK,7795,335 Million USD
Not found,Australia,Not found,['Construction Materials'],https://www.value.today/company/adbri-limited,ADBRI LIMITED,7796,"1,159 Million USD"
Not found,Japan,Not found,"['Real Estate', 'Property Investments']",https://www.value.today/company/hoshino-resorts-reit,HOSHINO RESORTS REIT,7799,69 Million USD
Not found,China,Not found,"['Industries', 'Industry Machinery']",https://www.value.today/company/csg-smart-sciencetechnology,CSG SMART SCIENCE&TECHNOLOGY,7801,Not found
Not found,China,Not found,"['Industries', 'Electronics', 'Electrical Products']",https://www.value.today/company/fujian-nebula-electronics,FUJIAN NEBULA ELECTRONICS,7802,Not found
Not found,Monaco,Not found,"['Energy', 'Oil and Gas']",https://www.value.today/company/gaslog,GASLOG,7805,Not found
Not found,USA,Not found,"['Real Estate', 'Retail', 'Property Investments', 'Commercial Properties']",https://www.value.today/company/alexanders,ALEXANDER'S,7806,206 Million USD
Not found,China,Not found,"['Healthcare', 'Health Care Diagnostics']",https://www.value.today/company/guangdong-hybribio-biotech,GUANGDONG HYBRIBIO BIOTECH,7809,Not found
Not found,China,Not found,"['Basic Materials', 'Agriculture Related']",https://www.value.today/company/china-bluechemical-ltd.,CHINA BLUECHEMICAL LTD.,7803,Not found
Not found,Germany,Not found,"['Technology', 'Software and IT']",https://www.value.today/company/adesso-ag,ADESSO AG,7807,678 Million USD
Not found,USA,Not found,"['Consumer Defensive', 'Tobacco Products', 'Tobacco and Cigarette', 'Agriculture Products', 'Consumer Services']",https://www.value.today/company/universal-corporation,UNIVERSAL CORPORATION,7811,"2,103 Million USD"
Not found,China,Not found,['Real Estate'],https://www.value.today/company/greattown-holdings,GREATTOWN HOLDINGS,7810,Not found
Not found,China,Not found,"['Industries', 'Railway']",https://www.value.today/company/guangdong-huatie-tongda-high-speed-railway-equipment-corporation,GUANGDONG HUATIE TONGDA HIGH-SPEED RAILWAY EQUIPMENT CORPORATION,7808,Not found
Not found,China,Not found,"['Industries', 'Machinery Manufacturing', 'Heavy Machinery', 'Tools and Equipment', 'Industry Machinery']",https://www.value.today/company/qinchuan-machine-tool-tool-group-share,QINCHUAN MACHINE TOOL & TOOL GROUP SHARE,7804,Not found
Not found,USA,Not found,"['Consumer Cyclical', 'Retail', 'eCommerce', 'Home Appliances']",https://www.value.today/company/vesync-co.-ltd,"VESYNC CO., LTD",7820,454 Million USD
Not found,Switzerland,Not found,"['Healthcare', 'Hospitals']",https://www.value.today/company/aevis-victoria-sa,AEVIS VICTORIA SA,7812,921 Million USD
Not found,China,Not found,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",https://www.value.today/company/huada-automotive-technologyltd,HUADA AUTOMOTIVE TECHNOLOGYLTD,7814,Not found
Not found,Japan,Not found,"['Industries', 'Outsourcing and Staffing']",https://www.value.today/company/ut-group,UT GROUP,7815,"1,144 Million USD"
Not found,China,Not found,"['Technology', 'Technology Hardware and Instruments']",https://www.value.today/company/queclink-wireless-solutions,QUECLINK WIRELESS SOLUTIONS,7816,Not found
Not found,USA,Not found,"['Healthcare', 'Biotechnology']",https://www.value.today/company/prometheus-biosciences-inc.,"PROMETHEUS BIOSCIENCES, INC.",7819,"3,129 Million USD"
Not found,China,Not found,"['Healthcare', 'Medical Equipment']",https://www.value.today/company/wuhan-easy-diagnosis-biomedicine,WUHAN EASY DIAGNOSIS BIOMEDICINE,7817,Not found
Not found,Turkey,Not found,"['Basic Materials', 'Gold Mining', 'Mining']",https://www.value.today/company/koza-altin-isletmeleri,KOZA ALTIN ISLETMELERI,7821,220 Million USD
Not found,China,Not found,"['Industries', 'Industry Machinery']",https://www.value.today/company/top-resource-conservation-environment,TOP RESOURCE CONSERVATION & ENVIRONMENT,7818,Not found
Not found,China,Not found,"['Utilities', 'Electric Utilities']",https://www.value.today/company/wedge-industrial,WEDGE INDUSTRIAL,7813,Not found
Not found,South Africa,Not found,"['Consumer Cyclical', 'Retail']",https://www.value.today/company/truworths-international,TRUWORTHS INTERNATIONAL,7822,"1,065 Million USD"
Not found,China,Not found,"['Basic Materials', 'Iron and Steel']",https://www.value.today/company/zhangjiagang-guangda-special-material-co.-ltd.,"ZHANGJIAGANG GUANGDA SPECIAL MATERIAL CO., LTD.",7824,Not found
Not found,USA,1981,"['Healthcare', 'HealthCare Products', 'Biotechnology', 'Biopharmaceutical']",https://www.value.today/company/avid-bioservices,AVID BIOSERVICES,7831,119 Million USD
Not found,Thailand,Not found,"['Basic Materials', 'Cement', 'Construction Materials']",https://www.value.today/company/siam-city-cement-public-company,SIAM CITY CEMENT PUBLIC COMPANY,7829,"1,153 Million USD"
Not found,Japan,Not found,"['Real Estate', 'Property Investments']",https://www.value.today/company/heiwa-real-estate-reit,HEIWA REAL ESTATE REIT,7825,99 Million USD
Not found,Canada,Not found,"['Consumer Cyclical', 'Retail', 'Furniture']",https://www.value.today/company/leons-furniture,LEON'S FURNITURE,7828,"1,932 Million USD"
Not found,Japan,Not found,"['Industries', 'Electrical Products']",https://www.value.today/company/fujikura,FUJIKURA,7826,"4,892 Million USD"
Not found,India,Not found,['Financial Services'],https://www.value.today/company/indiabulls-housing-finance,INDIABULLS HOUSING FINANCE,7830,344 Million USD
Not found,South Korea,Not found,"['Real Estate', 'Construction']",https://www.value.today/company/hyundai-development-company,HYUNDAI DEVELOPMENT COMPANY,7823,"2,516 Million USD"
Not found,Bermuda,Not found,"['Financial Services', 'Insurance']",https://www.value.today/company/siriuspoint-ltd.,SIRIUSPOINT LTD.,7827,Not found
Not found,China,Not found,"['Consumer Cyclical', 'Retail', 'Department Stores', 'Super Markets', 'Hotels']",https://www.value.today/company/golden-eagle-retail-group,GOLDEN EAGLE RETAIL GROUP,7832,Not found
Not found,USA,Not found,"['Technology', 'Software and IT']",https://www.value.today/company/pubmatic-inc.,"PUBMATIC, INC.",7833,226 Million USD
Not found,Belgium,Not found,"['Technology', 'Semiconductors']",https://www.value.today/company/x-fab-silicon-foundries-se,X-FAB SILICON FOUNDRIES SE,7840,657 Million USD
Not found,USA,Not found,"['Healthcare', 'HealthCare Products', 'Healthcare Service', 'Hospitals']",https://www.value.today/company/addus-homecare-corporation,ADDUS HOMECARE CORPORATION,7836,864 Million USD
Not found,Sweden,Not found,"['Communication Services', 'Telecom']",https://www.value.today/company/telia-lietuva-ab,TELIA LIETUVA AB,7839,40 Million USD
Not found,China,Not found,"['Technology', 'Software and IT Infrastructure']",https://www.value.today/company/shenzhen-ysstech-info-tech,SHENZHEN YSSTECH INFO-TECH,7837,Not found
Not found,USA,Not found,"['Technology', 'Semiconductors']",https://www.value.today/company/netlist,NETLIST,7835,142 Million USD
Not found,Australia,Not found,"['Basic Materials', 'Gold Mining', 'Mining']",https://www.value.today/company/perseus-mining-limited,PERSEUS MINING LIMITED,7838,779 Million USD
Not found,Hong Kong,Not found,"['Consumer Defensive', 'Tobacco Products', 'Tobacco and Cigarette', 'Cigarettes']",https://www.value.today/company/china-tobacco-international-hk-company,CHINA TOBACCO INTERNATIONAL (HK) COMPANY,7841,"1,028 Million USD"
Not found,Finland,Not found,"['Industries', 'Heavy Machinery', 'Machinery Manufacturing']",https://www.value.today/company/ponsse-oyj,PONSSE OYJ,7834,749 Million USD
Not found,USA,Not found,"['Technology', 'Semiconductors']",https://www.value.today/company/indie-semiconductor-inc.,"INDIE SEMICONDUCTOR, INC.",7848,48 Million USD
Not found,USA,Not found,"['Industries', 'Construction', 'Engineering Services', 'Utilities']",https://www.value.today/company/primoris-services-corporation,PRIMORIS SERVICES CORPORATION,7844,"3,497 Million USD"
