ceo,country,employees,founded,industry,link,name,revenue
Wei He,China,"28,213",1999,Health Care Equipment & Services,https://www.forbes.com/companies/jointown-pharmaceutical-group,Jointown Pharmaceutical Group,$18.8B
Hidehito Takahashi,Japan,"26,054",1939,Chemicals,https://www.forbes.com/companies/showa-denko,Showa Denko,$12.9B
Yasuhiko Hashimoto,Japan,"36,691",1896,Conglomerates,https://www.forbes.com/companies/kawasaki-heavy-industries,Kawasaki Heavy Industries,$13.6B
Andreas Arndt,Germany,823,2003,Banking,https://www.forbes.com/companies/deutsche-pfandbriefbank,Deutsche Pfandbriefbank,$1.9B
Bin Li,China,Not found,2014,Consumer Durables,https://www.forbes.com/companies/nio,NIO,$5.6B
Marcos Marinho Lutz,Brazil,"16,422",Not found,Oil & Gas Operations,https://www.forbes.com/companies/ultrapar-participacoes,Ultrapar Participacoes,$20.3B
James Edward Pozzi,United States,"4,545",1905,Insurance,https://www.forbes.com/companies/american-national-group,American National Group,$4.4B
Takashi Tsuchiya,Japan,"3,409",1896,Banking,https://www.forbes.com/companies/ogaki-kyoritsu-bank,Ogaki Kyoritsu Bank,$701M
Marnie A. Baker,Australia,"4,483",1858,Banking,https://www.forbes.com/companies/bendigo-adelaide-bank,Bendigo & Adelaide Bank,$1.5B
Pei Jin Jiang,China,"11,832",Not found,Materials,https://www.forbes.com/companies/tongling-nonferrous-metals,Tongling Nonferrous Metals,$20.3B
Yong Yu,Japan,"7,156",1952,Utilities,https://www.forbes.com/companies/electric-power-development,Electric Power Development,$9.2B
Gunnar Groebler,Germany,"24,255",1858,Materials,https://www.forbes.com/companies/salzgitter,Salzgitter,$11.5B
Jian Wei Zhang,Japan,"15,041",1946,Drugs & Biotechnology,https://www.forbes.com/companies/suzuken,Suzuken,$20.1B
Yoshio Daido,Japan,"2,286",1933,Banking,https://www.forbes.com/companies/shiga-bank,Shiga Bank,$875M
Joachim Kreuzburg,Germany,"13,832",1870,Health Care Equipment & Services,https://www.forbes.com/companies/sartorius,Sartorius,$4.3B
Chee Siong Ng,Hong Kong,Not found,1971,Construction,https://www.forbes.com/companies/tsim-sha-tsui-properties,Tsim Sha Tsui Properties,$4B
Not found,China,"4,130",1996,Banking,https://www.forbes.com/companies/qilu-bank,Qilu Bank,$2.1B
Timothy P. Walbert,Ireland,"1,890",2008,Drugs & Biotechnology,https://www.forbes.com/companies/horizon-therapeutics-public-limited-company,Horizon Therapeutics Public Limited Company,$3.2B
Valerio Battista,Italy,"29,763",2005,Capital Goods,https://www.forbes.com/companies/prysmian,Prysmian,$15.1B
Craig Bryksa,Canada,748,1994,Oil & Gas Operations,https://www.forbes.com/companies/crescent-point-energy,Crescent Point Energy,$2.3B
Hitesh Oberoi,India,"4,439",1995,IT Software & Services,https://www.forbes.com/companies/info-edge-india,Info Edge India,$190M
Alessandro Foti,Italy,"1,305",1979,Banking,https://www.forbes.com/companies/finecobank,FinecoBank,$1.5B
Wen Xia Zhou,China,"2,379",Not found,Chemicals,https://www.forbes.com/companies/hubei-biocause-pharmaceutical,Hubei Biocause Pharmaceutical,$6.5B
Stephen A. Cutler,Ireland,"38,330",1990,Drugs & Biotechnology,https://www.forbes.com/companies/icon,ICON (Ireland),$5.5B
Chong Wang,China,"9,608",Not found,Materials,https://www.forbes.com/companies/yunnan-copper-co-ltd,Yunnan Copper Co. Ltd.,$19.6B
Horacio D. Rozanski,United States,"27,200",1914,Business Services & Supplies,https://www.forbes.com/companies/booz-allen-hamilton-holding,Booz Allen Hamilton Holding,$8.1B
Roberto Garcia Merino,Spain,"2,051",1985,Utilities,https://www.forbes.com/companies/red-electrica,Red Eléctrica,$2.3B
Atsushi Ukawa,Japan,"2,853",2009,Banking,https://www.forbes.com/companies/senshu-ikeda-holdings,Senshu Ikeda Holdings,$630M
Mario Alberto Pedranzini,Italy,"3,383",1871,Banking,https://www.forbes.com/companies/banca-popolare-di-sondrio,Banca Popolare di Sondrio,$1.4B
Ying Jie Yuan,China,"7,740",1997,Transportation,https://www.forbes.com/companies/zhejiang-expressway-co-ltd,Zhejiang Expressway Co. Ltd.,$2.5B
Alexandre J. L'Heureux,Canada,"55,000",1987,Construction,https://www.forbes.com/companies/wsp,WSP,$8.2B
Dan Hogan Arnold,United States,"5,900",1989,Diversified Financials,https://www.forbes.com/companies/lpl-financial-holdings,LPL Financial Holdings,$7.7B
H. Eric Bolton,United States,"2,429",1994,Diversified Financials,https://www.forbes.com/companies/mid-america-apartment-communities,Mid-america Apartment Communities,$1.8B
Venkataraman Coimbatore,India,"11,735",1984,Consumer Durables,https://www.forbes.com/companies/titan,Titan (India),$3.9B
Zhi Ping Zhang,China,"13,630",1998,Chemicals,https://www.forbes.com/companies/beijing-oriental-yuhong-waterproof-technology,Beijing Oriental Yuhong Waterproof Technology,$4.9B
Vladimir Sanasarovich Chirakhov,Russia,Not found,1993,Telecommunications Services,https://www.forbes.com/companies/sistema,Sistema,$10.9B
Niraj S. Shah,United States,"16,681",2002,Retail and Wholesale,https://www.forbes.com/companies/wayfair,Wayfair,$13.7B
Jagtar Singh Chaudhry,United States,"3,153",2007,Business Services & Supplies,https://www.forbes.com/companies/zscaler,Zscaler,$860M
Michel Puchercos,Nigeria,"17,747",1981,Construction,https://www.forbes.com/companies/dangote-cement,Dangote Cement,$3.4B
Yoshinori Yamashita,Japan,"81,184",1936,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",https://www.forbes.com/companies/ricoh,Ricoh,$16.1B
Jeffrey Terry Green,United States,"1,967",2009,Media,https://www.forbes.com/companies/trade-desk,Trade Desk,$1.2B
Mauricio Graber,Denmark,Not found,1874,Chemicals,https://www.forbes.com/companies/chr-hansen-holding,Chr. Hansen Holding,$1.3B
Not found,United Kingdom,"61,053",Not found,Retailing,https://www.forbes.com/companies/jd-sports-fashion,JD Sports Fashion,$10.2B
"Edward Rodolphe Paul Arkwright, Augustin Pascal de Romanet de Beaune",France,"22,269",1945,Transportation,https://www.forbes.com/companies/aeroports-de-paris,Aeroports de Paris,$3.3B
Pascal Kiener,Switzerland,"1,932",1845,Banking,https://www.forbes.com/companies/banque-cantonale-vaudoise,Banque Cantonale Vaudoise,$1.2B
Luis Maroto Camino,Spain,"15,936",1987,Business Services & Supplies,https://www.forbes.com/companies/amadeus-it-group,Amadeus IT Group ,$3.2B
Not found,China,Not found,1997,Banking,https://www.forbes.com/companies/bank-of-lanzhou,Bank of Lanzhou,$2.5B
Wei Guo,China,"5,210",Not found,Telecommunications Services,https://www.forbes.com/companies/digital-china-group,Digital China Group,$19B
"Won-Tae Cho, Gi-Hong Woo",South Korea,"17,992",1962,Transportation,https://www.forbes.com/companies/korean-air,Korean Air,$7.9B
Ichiro Kubota,Japan,"2,133",1941,Banking,https://www.forbes.com/companies/san-in-godo-bank,San-In Godo Bank,$806M
Gustavo Estrella,Brazil,"13,008",1912,Utilities,https://www.forbes.com/companies/cpfl-energia,CPFL Energia,$7.3B
Prasong Poontaneat,Thailand,Not found,1903,Transportation,https://www.forbes.com/companies/airports-of-thailand,Airports of Thailand,$226M
Takashi Hashimoto,Japan,"2,497",1934,Banking,https://www.forbes.com/companies/nanto-bank,Nanto Bank,$667M
Seishi Kitamura,Japan,"2,035",1941,Banking,https://www.forbes.com/companies/toho-bank,Toho Bank,$525M
Peter P. Gassner,United States,"5,482",2007,IT Software & Services,https://www.forbes.com/companies/veeva-systems,Veeva Systems,$1.9B
Li Li,China,"22,808",2003,Health Care Equipment & Services,https://www.forbes.com/companies/aier-eye-hospital-group,Aier Eye Hospital Group,$2.3B
Toshiyuki Kumagai,Japan,"1,977",1943,Banking,https://www.forbes.com/companies/keiyo-bank,Keiyo Bank,$583M
Stephen Bird,United Kingdom,"7,768",2005,Insurance,https://www.forbes.com/companies/abrdn,Abrdn,$2.6B
Martin J. Schroeter,United States,"90,000",Not found,Business Services & Supplies,https://www.forbes.com/companies/kyndryl-holdings,Kyndryl Holdings,$18.7B
David Rawlinson,United States,"26,659",2018,Retailing,https://www.forbes.com/companies/qurate-retail-group,Qurate Retail Group,$14B
Chong Liu,China,"13,338",1997,Transportation,https://www.forbes.com/companies/cosco-shipping-development,Cosco Shipping Development,$5.4B
Chun Gui Ge,China,"48,173",Not found,Capital Goods,https://www.forbes.com/companies/huaibei-mining-holdings,Huaibei Mining Holdings,$10B
Yung Tsai Wu,Taiwan,Not found,1975,Technology Hardware & Equipment,https://www.forbes.com/companies/inventec,Inventec,$18.6B
Shuji Kita,Japan,"4,845",1947,Trading Companies,https://www.forbes.com/companies/hanwa,Hanwa,$18.6B
Michael William P.,Indonesia,Not found,1991,Diversified Financials,https://www.forbes.com/companies/pt-saratoga-investama-sedaya,PT Saratoga Investama Sedaya,$123M
Lino A. Saputo,Canada,"18,600",1954,"Food, Soft Beverages, Alcohol & Tobacco",https://www.forbes.com/companies/saputo,Saputo,$11.6B
Yoichi Miyamoto,Japan,"16,586",1804,Construction,https://www.forbes.com/companies/shimizu,Shimizu,$13B
Duncan N. R.,Canada,13,1968,Insurance,https://www.forbes.com/companies/e-l-financial,E-L Financial,$1.3B
Basil Heeb,Switzerland,"1,289",1899,Banking,https://www.forbes.com/companies/basler-kantonalbank,Basler Kantonalbank,$726M
Nicholas T. Pinchuck,United States,"12,800",1920,Consumer Durables,https://www.forbes.com/companies/snap-on,Snap-on,$4.7B
Daniel Salzmann,Switzerland,"1,448",1850,Banking,https://www.forbes.com/companies/luzerner-kantonalbank,Luzerner Kantonalbank,$696M
Jian Shun Liu,China,"2,591",Not found,Drugs & Biotechnology,https://www.forbes.com/companies/zhangzhou-pientzehuang-pharmaceutical,Zhangzhou Pientzehuang Pharmaceutical,$1.2B
Georgi Martin Ganev,Sweden,36,1985,Diversified Financials,https://www.forbes.com/companies/kinnevik,Kinnevik,$198M
Jens Lottner,Vietnam,"12,506",1993,Banking,https://www.forbes.com/companies/vietnam-technological-commercial-joint-stock-bank,Vietnam Technological & Commercial Joint Stock Bank,$2.1B
Jacob Sitt,Israel,"3,645",1972,Banking,https://www.forbes.com/companies/fibi-holdings,FIBI Holdings,$1.6B
John J. Engel,United States,"18,000",1993,Trading Companies,https://www.forbes.com/companies/wesco-international,WESCO International,$18.2B
Zhou Quan Cui,China,"11,379",Not found,Chemicals,https://www.forbes.com/companies/yunnan-yuntianhua,Yunnan Yuntianhua,$10B
Xian Xiang Yang,Hong Kong,"1,920",1991,Transportation,https://www.forbes.com/companies/sitc-international-holdings,SITC International Holdings,$3B
Ke Shun Xu,China,"17,010",Not found,Utilities,https://www.forbes.com/companies/anhui-water-resources-development,Anhui Water Resources Development,$11B
Takashi Sakamoto,Japan,"2,830",2014,Banking,https://www.forbes.com/companies/tokyo-kiraboshi-financial-group,Tokyo Kiraboshi Financial Group,$830M
Brian Kesseler,United States,"71,000",1940,Consumer Durables,https://www.forbes.com/companies/tenneco,Tenneco,$18B
Matthew P. Wagner,United States,"2,200",1999,Banking,https://www.forbes.com/companies/pacwest-bancorp,PacWest Bancorp,$1.4B
Xin Li,China,"4,335",2011,Banking,https://www.forbes.com/companies/bank-of-gansu,Bank Of Gansu,$2.3B
Peter Boone,Switzerland,"12,783",1994,"Food, Drink & Tobacco",https://www.forbes.com/companies/barry-callebaut,Barry Callebaut,$8.4B
Zofia Maria Paryla,Poland,"5,472",1991,Oil & Gas Operations,https://www.forbes.com/companies/grupa-lotos,Grupa LOTOS,$8.6B
Xiao Hua Li,China,"8,679",2001,Consumer Durables,https://www.forbes.com/companies/yunnan-energy-new-material,Yunnan Energy New Material,$1.4B
Ulf Örjan Larsson,Sweden,"3,373",1929,Household & Personal Products,https://www.forbes.com/companies/sca,SCA,$2.2B
Paddy Padmanathan,Saudi Arabia,Not found,2004,Utilities,https://www.forbes.com/companies/acwa-power,ACWA Power,$1.5B
Ui-Heon Park,South Korea,8,1972,Consumer Durables,https://www.forbes.com/companies/ff,F&F,$635M
David A. Spector,United States,"7,208",2008,Business Services & Supplies,https://www.forbes.com/companies/pennymac-financial-services,PennyMac Financial Services,$4.3B
Jochen Klösges,Germany,"3,170",1923,Diversified Financials,https://www.forbes.com/companies/aareal-bank,Aareal Bank,$1.3B
Michael J. Schall,United States,"1,757",1971,Diversified Financials,https://www.forbes.com/companies/essex-property-trust,Essex Property Trust,$1.4B
"Rui Rong Zhu, Haruki Satomi",China,"11,993",Not found,Materials,https://www.forbes.com/companies/nanjing-iron-steel,Nanjing Iron & Steel,$11.7B
Sung-Woo Hwang,South Korea,"12,019",1985,IT Software & Services,https://www.forbes.com/companies/samsung-sds,Samsung SDS,$11.9B
Shinsuke Baba,Japan,"2,332",1957,Banking,https://www.forbes.com/companies/aozora-bank,Aozora Bank,$1.2B
Jonas Samuelson,Sweden,"51,798",1919,Consumer Durables,https://www.forbes.com/companies/electrolux-group,Electrolux Group,$14.6B
Eyal Henkin,Israel,391,1983,Construction,https://www.forbes.com/companies/azrieli-group,Azrieli Group,$703M
J. Powell Brown,United States,"12,023",1939,Insurance,https://www.forbes.com/companies/brown-brown,Brown & Brown,$3.1B
Chiu Hung Shum,China,"9,502",1999,Construction,https://www.forbes.com/companies/times-property-holdings,Times Property Holdings,$6.8B
Christopher Ivan Griffith,South Africa,"2,607",1968,Materials,https://www.forbes.com/companies/gold-fields,Gold Fields,$4.2B
John W. Kemper,United States,"4,567",1865,Banking,https://www.forbes.com/companies/commerce-bancshares,Commerce Bancshares,$1.4B
Piti Tantakasem,Thailand,"15,102",1935,Banking,https://www.forbes.com/companies/tmb-bank,TMB Bank,$2.5B
Yan Jun Wang,Singapore,105,1993,Oil & Gas Operations,https://www.forbes.com/companies/china-aviation-oil,China Aviation Oil,$17.6B
Ichiro Miyasaka,Japan,"9,028",1977,Trading Companies,https://www.forbes.com/companies/nippon-steel-trading,Nippon Steel Trading,$17.6B
John R. Ciulla,United States,"3,245",1986,Banking,https://www.forbes.com/companies/webster-financial,Webster Financial,$1.3B
Shou Jen Wang,Taiwan,Not found,Not found,Semiconductors,https://www.forbes.com/companies/novatek-microelectronics,Novatek Microelectronics Corp.,$4.8B
Dean Kendal Finch,United Kingdom,"5,196",Not found,Construction,https://www.forbes.com/companies/persimmon,Persimmon,$5B
Clay B. Siegall,United States,"2,675",1997,Drugs & Biotechnology,https://www.forbes.com/companies/seagen,Seagen,$1.6B
Barbara R. Smith,United States,"11,089",1915,Materials,https://www.forbes.com/companies/commercial-metals,Commercial Metals,$7.9B
Dev C. Ittycheria,United States,"3,544",2007,Business Services & Supplies,https://www.forbes.com/companies/mongodb,MongoDB,$874M
Not found,China,"3,381",1997,Banking,https://www.forbes.com/companies/bank-of-xian,Bank of Xi'an,$2.3B
"Victor Grifols Deu, Raimon Grifols Roura",Spain,"23,245",1909,Drugs & Biotechnology,https://www.forbes.com/companies/grifols,Grifols,$5.8B
Andrew Clyde,United States,"14,615",1996,Retailing,https://www.forbes.com/companies/murphy-usa,Murphy USA,$17.4B
Matias Sola Videla,Chile,"117,638",1960,Retailing,https://www.forbes.com/companies/cencosud,Cencosud,$14.4B
Michael J. Arougheti,United States,"2,100",1997,Diversified Financials,https://www.forbes.com/companies/ares-management,Ares Management,$4.3B
Byung-Yong Lim,Japan,"2,491",Not found,Banking,https://www.forbes.com/companies/kiyo-bank,Kiyo Bank ,$705M
Ming Lv,China,"21,949",Not found,Materials,https://www.forbes.com/companies/shandong-iron-and-steel,Shandong Iron and Steel,$17.1B
Robert Berthold Espey,Canada,Not found,1977,Trading Companies,https://www.forbes.com/companies/parkland,Parkland,$17.1B
Venkat Rao Matam,India,"32,335",1911,Banking,https://www.forbes.com/companies/central-bank-of-india,Central Bank of India,$3.4B
Che Woo Lui,Hong Kong,"17,700",1955,"Hotels, Restaurants & Leisure",https://www.forbes.com/companies/galaxy-entertainment,Galaxy Entertainment,$1.7B
Robert Mehrabian,United States,"14,500",1960,Aerospace & Defense,https://www.forbes.com/companies/teledyne-technologies,Teledyne Technologies,$4.6B
Darren Joseph Steinberg,Australia,559,Not found,Diversified Financials,https://www.forbes.com/companies/dexus,Dexus,$680M
Alexander Caedmon Karp,United States,"2,920",2003,IT Software & Services,https://www.forbes.com/companies/palantir-technologies,Palantir Technologies,$1.5B
Alexandre de Rothschild,France,"3,816",1811,Diversified Financials,https://www.forbes.com/companies/rothschild-co,Rothschild & Co.,$3.4B
Edward Joseph Wehmer,United States,"5,239",1992,Banking,https://www.forbes.com/companies/wintrust-financial,Wintrust Financial,$1.9B
Andrew C. Florance,United States,"4,742",1987,IT Software & Services,https://www.forbes.com/companies/costar-group,CoStar Group,$1.9B
Mohamed Karim Mounir,Morocco,Not found,1926,Banking,https://www.forbes.com/companies/banque-centrale-populaire,Banque Centrale Populaire,$3B
Jesse K. Bray,United States,"8,200",1994,Insurance,https://www.forbes.com/companies/mr-cooper-group,Mr. Cooper Group,$2.9B
Ming Cheng Wang,China,"5,354",Not found,Transportation,https://www.forbes.com/companies/xiamen-xinde-co-ltd-class-a,Xiamen Xinde,$16.8B
Fernando Miranda Zobel de Ayala,Philippines,"85,869",1834,Conglomerate,https://www.forbes.com/companies/ayala,Ayala Corp,$4.6B
Yi Fang Wu,China,"36,279",1994,Drugs & Biotechnology,https://www.forbes.com/companies/shanghai-fosun-pharmaceutical-group,Shanghai Fosun Pharmaceutical,$6B
Xing Ming Zhu,China,Not found,2003,Capital Goods,https://www.forbes.com/companies/shenzhen-inovance-technology,Shenzhen Inovance Technology,$2.8B
Jan G. J. van de Winkel,Denmark,"1,212",1998,Drugs & Biotechnology,https://www.forbes.com/companies/genmab,Genmab,$1.3B
Ajei S. Gopal,United States,"5,100",1970,IT Software & Services,https://www.forbes.com/companies/ansys,Ansys,$1.9B
John McKenzie,Canada,"1,576",1861,Diversified Financials,https://www.forbes.com/companies/tmx-group,TMX Group,$825M
Bobby Martin,United States,"97,000",1969,"Clothing, Shoes, Sports Equipment",https://www.forbes.com/companies/gap,Gap,$16.7B
Yujiro Ayada,Japan,"2,283",1878,Banking,https://www.forbes.com/companies/hyakujushi-bank,Hyakujushi Bank,$652M
Gek Lim Loh,Netherlands,"3,312",1964,Semiconductors,https://www.forbes.com/companies/asm-international,ASM International,$2.2B
Yuji Okuma,Japan,"23,411",2013,Construction,https://www.forbes.com/companies/tokyu-fudosan,Tokyu Fudosan,$8.6B
Jerry Kent Masters,United States,"6,000",1993,Chemicals,https://www.forbes.com/companies/albemarle,Albemarle,$3.3B
Fernando Jorge Buso,Brazil,Not found,Not found,Diversified Financials,https://www.forbes.com/companies/bradespar,Bradespar,Not found
Trevor J. Croker,Australia,"7,000",1953,Consumer Durables,https://www.forbes.com/companies/aristocrat-leisure,Aristocrat Leisure,$3.6B
Not found,China,"36,971",Not found,Transportation,https://www.forbes.com/companies/hainan-airlines-holding,Hainan Airlines Holding,$5.6B
Not found,Philippines,"14,451",1962,Banking,https://www.forbes.com/companies/metropolitan-bank-trust,Metropolitan Bank & Trust,$2.3B
Michael Keith Waddell,United States,"191,600",1948,Business Services & Supplies,https://www.forbes.com/companies/robert-half-international,Robert Half International,$6.5B
Zhen Huang,China,"16,644",Not found,Retailing,https://www.forbes.com/companies/shanghai-yuyuan-tourist-mart,Shanghai Yuyuan Tourist Mart,$7.5B
Ralph J Andretta,United States,"6,000",1996,Business Services & Supplies,https://www.forbes.com/companies/bread-financial-holdings,Bread Financial Holdings,$3.7B
Thomas M. Herzog,United States,196,1985,Diversified Financials,https://www.forbes.com/companies/healthpeak-properties,Healthpeak Properties,$1.9B
Daniel A. Carestio,Ireland,"13,000",1985,Health Care Equipment & Services,https://www.forbes.com/companies/steris,Steris,$4.2B
Tadao Ichimiya,Japan,"24,300",1983,Retailing,https://www.forbes.com/companies/yamada-denki,Yamada Denki,$15.1B
Bradley S. Jacobs,United States,"42,000",1989,Transportation,https://www.forbes.com/companies/xpo-logistics,XPO Logistics,$16.4B
Orazio Carmelo Iacono,Italy,"9,122",2002,Utilities,https://www.forbes.com/companies/hera,Hera,$12.5B
Qiong Chen,China,"6,503",2009,Health Care Equipment & Services,https://www.forbes.com/companies/intco-medical-technology,Intco Medical Technology,$2.8B
Abdulrahman Abdulla Al,United Arab Emirates,Not found,1972,Oil & Gas Operations,https://www.forbes.com/companies/adnoc-drilling,ADNOC Drilling,$2.3B
Tateki Akata,Japan,"1,837",1943,Banking,https://www.forbes.com/companies/hokkoku-financial-holdings,Hokkoku Financial Holdings,$700M
Guan Lin Huang,Hong Kong,"82,700",2005,Household & Personal Products,https://www.forbes.com/companies/shenzhou-international-group-holdings,Shenzhou International Group Holdings,$3.7B
Cheng Lung Hu,Taiwan,Not found,1954,Capital Goods,https://www.forbes.com/companies/far-eastern-new-century,Far Eastern New Century,$8.6B
José Manuel Neves,United Kingdom,"6,464",2007,IT Software & Services,https://www.forbes.com/companies/farfetch,Farfetch,$2.3B
Zhi Bang Zhang,China,"151,198",2004,Household & Personal Products,https://www.forbes.com/companies/huali-industrial-group,Huali Industrial Group,$2.7B
Vidya Ratan Sharma,India,"6,173",1979,Materials,https://www.forbes.com/companies/jindal-steel-power,Jindal Steel & Power,$6.6B
Ahmed Mohammed Abdelaal,United Arab Emirates,"5,000",1967,Banking,https://www.forbes.com/companies/mashreq-bank,Mashreq Bank,$2.5B
"Zhi Ping Qi, Zhi Yan",China,"1,714",2010,Construction,https://www.forbes.com/companies/zall-smart-commerce-group,Zall Smart Commerce Group,$16.2B
Pablo Colio Abril,Spain,Not found,1944,Construction,https://www.forbes.com/companies/fcc,FCC,$7.9B
Muhterem Kaan Terzioglu,Netherlands,"43,639",1992,Telecommunications Services,https://www.forbes.com/companies/veon,VEON,$8.1B
Xue Jun Wang,China,"46,428",2003,Aerospace & Defense,https://www.forbes.com/companies/avichina-industry-technology-co-ltd-class-h,AviChina Industry & Technology,$9.3B
Keith J. Allman,United States,"20,000",1929,Construction,https://www.forbes.com/companies/masco,Masco,$8.4B
Not found,China,Not found,1997,Banking,https://www.forbes.com/companies/weihai-city-commercial-bank,Weihai City Commercial Bank,$1.4B
James D. Rollins,United States,"4,600",1982,Banking,https://www.forbes.com/companies/cadence-bank,Cadence Bank,$1.3B
Makoto Kigawa,Japan,"223,191",1919,Transportation,https://www.forbes.com/companies/yamato-holdings,Yamato Holdings,$16.1B
Kikuo Kato,Japan,"2,159",1952,Banking,https://www.forbes.com/companies/musashino-bank,Musashino Bank,$535M
M. Terry Turner,United States,"2,841",2000,Banking,https://www.forbes.com/companies/pinnacle-bank,Pinnacle Bank,$1.3B
Not found,China,"4,424",1998,Banking,https://www.forbes.com/companies/jinshang-bank,Jinshang Bank,$1.9B
Yasunori Ogawa,Japan,"79,944",1942,Business Services & Supplies,https://www.forbes.com/companies/seiko-epson,Seiko Epson,$10.2B
